Opération	Division	Description	Designation	Type unité	Type produit	Nombre unité	Statut ADV	N° Lot	Superficie	Prix unitaire	Prix total	Titre foncier	Numéro Client	Client	CIN/RC	Dossier	Type document	Désignation type de document	Création	Vers1	Vers2	Vers3	Total versement	Date livraison	Date contrat	Vers regularis	Trop perçu réglé	Trop perçu non réglé	Reste à payer	Total avances	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	B 1.2             	77	4675.32	360000	                    	11080736	Vassili Normadell	A87122	21660248	ZVL 	Vente libre         	20190717	90000	90000	90000	270000	0	0	0	0	0	90000	270000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	B 1.3             	85	4705.88	400000	                    	11054922	Blaire McWard	F341177	21635528	ZVL 	Vente libre         	20181012	160000	120000	120000	400000	0	0	0	0	0	0	400000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	B 1.4             	81	4814.81	390000	                    	10731594	Nehemiah Restorick	XA10303	21636497	ZVL 	Vente libre         	20181026	156000	117000	0	273000	0	0	0	0	0	117000	273000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	C 1.1             	77	4675.32	360000	                    	11105407	Spencer Merryman	F33843	21735014	ZVL 	Vente libre         	20200723	150000	0	0	150000	0	0	0	0	0	210000	150000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	C 1.2             	72	4861.11	350000	                    	10947795	Emmalynn Dunnett	FA42934	21658765	ZVL 	Vente libre         	20190618	87500	87500	0	175000	0	0	0	0	0	175000	175000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	C 1.3             	81.5	4785.28	390000	                    	10622414	Pauli Pollok	F162568	21636169	ZVL 	Vente libre         	20181023	156000	117000	0	273000	0	0	0	0	0	117000	273000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	C 1.4             	85	4705.88	400000	                    	11055869	Trumann Willmott	F822938	21636167	ZVL 	Vente libre         	20181023	160000	120000	0	280000	0	0	0	0	0	120000	280000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	D 1.1             	72	4861.11	350000	                    	10625547	Katlin Bewsy	F22978	21661058	ZVL 	Vente libre         	20190806	87500	87500	175000	350000	0	0	0	0	0	0	350000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	D 1.2             	78	4615.38	360000	                    	10159863	Cristin Saylor	FJ11616	21660519	ZVL 	Vente libre         	20190722	90000	90000	90000	270000	0	0	0	0	0	90000	270000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	D 1.3             	85	4705.88	400000	                    	11074042	Vally Josefowicz	F520686	21656961	ZVL 	Vente libre         	20190425	100000	100000	100000	300000	0	0	0	0	0	100000	300000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	D 1.4             	81.5	4785.28	390000	                    	11075286	Deanna Ashenhurst	F528027	21657569	ZVL 	Vente libre         	20190514	60000	60000	0	120000	0	0	0	0	0	270000	120000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	E 1.1             	77	4675.32	360000	                    	11084230	Eilis Bleeze	FA74085	21662418	ZVL 	Vente libre         	20190913	90000	90000	90000	270000	0	0	0	0	0	90000	270000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	E 1.3             	81.5	4785.28	390000	                    	11055132	Pavlov Lord	F47422	21635662	ZVL 	Vente libre         	20181015	156000	117000	0	273000	0	0	0	0	0	117000	273000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	E 1.4             	85	4705.88	400000	                    	10774982	Thoma McCoughan	FH14015	21731853	ZVL 	Vente libre         	20200402	200000	0	0	200000	0	0	0	0	0	200000	200000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	F 1.1             	72	4861.11	350000	                    	11082010	Ronny Preuvost	F625214	21661021	ZVL 	Vente libre         	20190805	87500	87500	87500	262500	0	0	0	0	0	87500	262500	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	F 1.2             	77	4675.32	360000	                    	10610191	Leighton Gabbatiss	F81449	21660446	ZVL 	Vente libre         	20190719	90000	90000	90000	270000	0	0	0	0	0	90000	270000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	F 1.3             	85	4705.88	400000	                    	11055136	Leena Duncanson	F377390	21635673	ZVL 	Vente libre         	20181015	160000	120000	0	280000	0	0	0	0	0	120000	280000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	F 1.4             	81.5	4785.28	390000	                    	11055124	Lucille Barrand	F45539	21635657	ZVL 	Vente libre         	20181015	156000	84000	0	240000	0	0	0	0	0	150000	240000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	G 1.1             	77	4675.32	360000	                    	11058418	Thorstein Wilmut	F457961	21638077	ZVL 	Vente libre         	20181129	144000	108000	0	252000	0	0	0	0	0	108000	252000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	G 1.2             	72	4861.11	350000	                    	11081388	Sheryl Clemendot	K6301	21660666	ZVL 	Vente libre         	20190725	87500	87500	87500	262500	0	0	0	0	0	87500	262500	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	G 1.3             	80.7	4832.71	390000	                    	11062533	Selestina Kierans	FL74544	21648662	ZVL 	Vente libre         	20190115	97500	97500	195000	390000	0	0	0	0	0	0	390000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	G 1.4             	85.5	4678.36	400000	                    	11058990	Lambert Fay	F416339	21638517	ZVL 	Vente libre         	20181205	160000	120000	0	280000	0	0	0	0	0	120000	280000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	H 1.1             	72	4861.11	350000	                    	11058543	Dasha Dominico	PN808734	21638169	ZVL 	Vente libre         	20181130	140000	70000	70000	280000	0	0	0	0	0	70000	280000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	H 1.2             	77	4675.32	360000	                    	11058546	Toby Malin	HA99608	21638171	ZVL 	Vente libre         	20181130	144000	72000	72000	288000	0	0	0	0	0	72000	288000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	H 1.3             	85	4705.88	400000	                    	11086067	Ansell Cogdon	F438299	21663312	ZVL 	Vente libre         	20191008	100000	100000	200000	400000	0	0	0	0	0	0	400000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	H 1.4             	81.1	4808.88	390000	                    	11076897	Nola Nolder	FA98814	21658347	ZVL 	Vente libre         	20190604	156000	117000	0	273000	0	0	0	0	0	117000	273000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	A 2.1             	77	4675.32	360000	                    	11074176	Trstram Danielkiewicz	F85843	21657029	ZVL 	Vente libre         	20190429	90000	90000	0	180000	0	0	0	0	0	180000	180000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	A 2.2             	72	4861.11	350000	                    	11081872	Myrwyn Littleover	F254874	21660930	ZVL 	Vente libre         	20190801	87500	87500	87500	262500	0	0	0	0	0	87500	262500	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	A 2.3             	81	4814.81	390000	                    	10954101	Ricki Roseblade	F248075	21658317	ZVL 	Vente libre         	20190603	97500	97500	97500	292500	0	0	0	0	0	97500	292500	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	A 2.4             	85	4705.88	400000	                    	11054790	Hasheem Alastair	F382090	21635446	ZVL 	Vente libre         	20181011	160000	120000	0	280000	0	0	0	0	0	120000	280000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	B 2.1             	72	4861.11	350000	                    	11082740	Morgan Maryman	F715043	21661534	ZVL 	Vente libre         	20190822	87500	87500	87500	262500	0	0	0	0	0	87500	262500	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	B 2.2             	77	4675.32	360000	                    	11081774	Binky Devonside	NR812339	21660841	ZVL 	Vente libre         	20190731	90000	90000	90000	270000	0	0	0	0	0	90000	270000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	B 2.3             	85	4705.88	400000	                    	11074258	Evania Peschmann	F88461	21657079	ZVL 	Vente libre         	20190429	100000	100000	0	200000	0	0	0	0	0	200000	200000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	B 2.4             	81	4814.81	390000	                    	10209901	Gwendolen Lacroux	PU807907	21660155	ZVL 	Vente libre         	20190716	97500	85000	0	182500	0	0	0	0	0	207500	182500	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	C 2.1             	77	4675.32	360000	                    	11077605	Gabrila Clough	Q132893	21658747	ZVL 	Vente libre         	20190618	90000	90000	90000	270000	0	0	0	0	0	90000	270000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	C 2.2             	72	4861.11	350000	                    	11082455	Margi McBain	F74847	21661322	ZVL 	Vente libre         	20190815	87500	87500	87500	262500	0	0	0	0	0	87500	262500	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	C 2.3             	81.5	4785.28	390000	                    	11079543	Gabey Littlewood	FA46786	21659709	ZVL 	Vente libre         	20190708	97500	97500	0	195000	0	0	0	0	0	195000	195000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	C 2.4             	85	4705.88	400000	                    	11077136	Renelle Trumble	F152698	21658461	ZVL 	Vente libre         	20190612	100000	90000	110000	300000	0	0	0	0	0	100000	300000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	D 2.1             	72	4861.11	350000	                    	11082388	Dewey Brimelow	F161343	21661287	ZVL 	Vente libre         	20190809	87500	87500	87500	262500	0	0	0	0	0	87500	262500	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	D 2.2             	78	4615.38	360000	                    	11082128	Maggy Butrimovich	F72070	21661091	ZVL 	Vente libre         	20190806	90000	90000	90000	270000	0	0	0	0	0	90000	270000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	D 2.3             	85	4705.88	400000	                    	11077804	Charil Doncaster	FA18733	21658886	ZVL 	Vente libre         	20190620	100000	100000	0	200000	0	0	0	0	0	200000	200000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	D 2.4             	81.5	4785.28	390000	                    	11077818	Wylma Myles	PH843637	21658894	ZVL 	Vente libre         	20190620	97500	97500	0	195000	0	0	0	0	0	195000	195000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	E 2.1             	77	4675.32	360000	                    	11082387	Cecilio Sneath	FA48115	21661289	ZVL 	Vente libre         	20190809	90000	90000	90000	270000	0	0	0	0	0	90000	270000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	E 2.2             	72	4861.11	350000	                    	11082367	Boyd Ginnelly	PM823140	21661272	ZVL 	Vente libre         	20190809	110000	87500	87500	285000	0	0	0	0	0	65000	285000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	E 2.3             	81.5	4785.28	390000	                    	10685922	Brockie Liversidge	FA14323	21658884	ZVL 	Vente libre         	20190620	97500	97000	500	195000	0	0	0	0	0	195000	195000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	E 2.4             	85	4705.88	400000	                    	11077800	Emmet Salandino	FA25069	21658888	ZVL 	Vente libre         	20190620	100000	100000	0	200000	0	0	0	0	0	200000	200000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	F 2.1             	72	4861.11	350000	                    	11082735	Johna Calcutt	FA23292	21661535	ZVL 	Vente libre         	20190822	87500	87500	87500	262500	0	0	0	0	0	87500	262500	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	F 2.2             	77	4675.32	360000	                    	10629309	Gratiana Heskins	FJ10500	21660695	ZVL 	Vente libre         	20190726	90000	90000	90000	270000	0	0	0	0	0	90000	270000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	F 2.3             	85	4705.88	400000	                    	11121777	Marjory Mix	F648250	21744948	ZVL 	Vente libre         	20210302	0	0	0	0	0	0	0	0	0	400000	0	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	F 2.4             	81.5	4785.28	390000	                    	11077811	Adelind Bernhardt	FB5228	21658890	ZVL 	Vente libre         	20190620	97500	97500	0	195000	0	0	0	0	0	195000	195000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	G 2.1             	77	4675.32	360000	                    	11081632	Vina Arniz	FJ10191	21660768	ZVL 	Vente libre         	20190729	90000	90000	90000	270000	0	0	0	0	0	90000	270000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	G 2.2             	72	4861.11	350000	                    	11082312	Odie Cella	F214276	21661259	ZVL 	Vente libre         	20190809	87500	87500	175000	350000	0	0	0	0	0	0	350000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	G 2.3             	80.7	4832.71	390000	                    	11080253	Olivia MacCart	FA123275	21659936	ZVL 	Vente libre         	20190712	97500	97500	0	195000	0	0	0	0	0	195000	195000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	G 2.4             	85.5	4678.36	400000	                    	11077617	Fiona Bachelar	FA12338	21658873	ZVL 	Vente libre         	20190620	100000	0	0	100000	0	0	0	0	0	300000	100000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	H 2.1             	72	4861.11	350000	                    	11082056	Titos Gardener	F576412	21661051	ZVL 	Vente libre         	20190806	87500	87500	87500	262500	0	0	0	0	0	87500	262500	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	H 2.2             	77	4675.32	360000	                    	11077619	Celestine Overall	F35199	21658760	ZVL 	Vente libre         	20190618	90000	90000	0	180000	0	0	0	0	0	180000	180000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	H 2.3             	85	4705.88	400000	                    	11054952	Joshia Labbati	FA128140	21635543	ZVL 	Vente libre         	20181012	130000	120000	30000	280000	0	0	0	0	0	120000	280000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	H 2.4             	81.1	4808.88	390000	                    	11070763	Merlina Melmeth	Z263239	21661185	ZVL 	Vente libre         	20190807	97500	97500	97000	292000	0	0	0	0	0	98000	292000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	A 3.1             	77	4675.32	360000	                    	10585182	Arte Wolfe	F224167	21660965	ZVL 	Vente libre         	20190802	90000	180000	0	270000	0	0	0	0	0	90000	270000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	A 3.2             	72	4861.11	350000	                    	11082697	Kandace Bennen	F27049	21661503	ZVL 	Vente libre         	20190822	87500	87500	87500	262500	0	0	0	0	0	87500	262500	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	A 3.3             	81	4814.81	390000	                    	11077158	Napoleon Emett	F528341	21658483	ZVL 	Vente libre         	20190612	97500	97500	0	195000	0	0	0	0	0	195000	195000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	A 3.4             	85	4705.88	400000	                    	11055598	Alisander Dyshart	FA53658	21635953	ZVL 	Vente libre         	20181018	160000	120000	0	280000	0	0	0	0	0	120000	280000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	B 3.2             	77	4675.32	360000	                    	11081968	Lucita Sember	F450193	21660993	ZVL 	Vente libre         	20190805	90000	90000	0	180000	0	0	0	0	0	180000	180000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	B 3.3             	85	4705.88	400000	                    	11057292	Spike Colthard	U164209	21638638	ZVL 	Vente libre         	20181206	100000	120000	0	220000	0	0	0	0	0	180000	220000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	B 3.4             	81	4814.81	390000	                    	11077820	Elfrida Cuncliffe	F459093	21658895	ZVL 	Vente libre         	20190620	97500	97500	0	195000	0	0	0	0	0	195000	195000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	C 3.1             	77	4675.32	360000	                    	11081836	Domingo MacPaden	FA113059	21660892	ZVL 	Vente libre         	20190801	90000	90000	90000	270000	0	0	0	0	0	90000	270000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	C 3.2             	72	4861.11	350000	                    	11082675	Stacee Matten	TY802587	21661487	ZVL 	Vente libre         	20190820	87500	87500	175000	350000	0	0	0	0	0	0	350000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	C 3.3             	81.5	4785.28	390000	                    	11077806	Lisa Shrawley	F721279	21658887	ZVL 	Vente libre         	20190620	97500	97500	0	195000	0	0	0	0	0	195000	195000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	C 3.4             	85	4705.88	400000	                    	11077356	Darb McComish	FJ14076	21658621	ZVL 	Vente libre         	20190614	100000	100000	100000	300000	0	0	0	0	0	100000	300000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	D 3.1             	72	4861.11	350000	                    	11082449	Lawton Arrington	F824613	21661316	ZVL 	Vente libre         	20190815	87500	87500	87500	262500	0	0	0	0	0	87500	262500	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	D3.2              	78	4615.38	360000	                    	11082448	Lacee McGilvary	F823176	21661315	ZVL 	Vente libre         	20190815	90000	90000	90000	270000	0	0	0	0	0	90000	270000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	D 3.3             	85	4705.88	400000	                    	11077342	Brandi Chinge de Hals	FJ17771	21731988	ZVL 	Vente libre         	20200430	50000	50000	0	100000	0	0	0	0	0	300000	100000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	D 3.4             	81.5	4785.28	390000	                    	10608853	Sheppard Condon	F375042	21660803	ZVL 	Vente libre         	20190729	97500	97500	97500	292500	0	0	0	0	0	97500	292500	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	E 3.1             	77	4675.32	360000	                    	11080554	Jaimie Povall	F335660	21660123	ZVL 	Vente libre         	20190716	80000	80000	0	160000	0	0	0	0	0	200000	160000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	E 3.2             	72	4861.11	350000	                    	11082775	Nevile Ellerby	F145027	21661564	ZVL 	Vente libre         	20190822	87500	87500	87500	262500	0	0	0	0	0	87500	262500	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	E 3.3             	81.5	4785.28	390000	                    	11081318	Blondie Rosie	BE81018	21660605	ZVL 	Vente libre         	20190724	97500	97500	97500	292500	0	0	0	0	0	97500	292500	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	E 3.4             	85	4705.88	400000	                    	11081643	Barbey Matisoff	BX869579	21660773	ZVL 	Vente libre         	20190729	100000	100000	100000	300000	0	0	0	0	0	100000	300000	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	F 3.1             	72	4861.11	350000	                    	11082662	Chrystel O'Cahill	FA66727	21661478	ZVL 	Vente libre         	20190819	87500	137800	109000	334300	0	0	0	0	0	15700	334300	
180621.03	1802	Berkane                       	RESIDENCE GREEN HOUSE R+3               	CONSTRUCTION LOGEMENT    	CONSTR MOYEN& HAUT STANDING APPARTEMENT 	1	2	F 3.2             	77	4675.32	360000	                    	11080628	Son Kersting	VA9634	21660177	ZVL 	Vente libre         	20190716	90000	90000	90000	270000	0	0	0	0	0	90000	270000	
